Epoch,Loss (Total),Loss (Policy),Loss (Value),Loss (L2),Time [s]
102,0.8218895196914673,0.2708931267261505,0.3912508189678192,0.15974551439285278,189385.06338429448
103,0.7997204661369324,0.2534657120704651,0.3874403238296509,0.1588144600391388,190582.50446367267
104,0.8033378124237059,0.2623283565044403,0.383203387260437,0.1578061431646347,192065.141348362
105,0.8011596202850342,0.26347458362579346,0.3803055882453919,0.1573794186115265,193401.4713857174
106,0.7908725142478943,0.2620393931865692,0.3716892302036285,0.15714393556118011,195002.05835056305
107,0.7723889946937561,0.2483556270599365,0.3681270182132721,0.1559063196182251,196310.74434995648
108,0.7840576767921448,0.259709507226944,0.3694952428340912,0.1548529714345932,197994.88635659215
109,0.7809209823608398,0.25787851214408875,0.36887961626052856,0.1541629135608673,199420.49329614636
110,0.7857486009597778,0.26225101947784424,0.3698378801345825,0.15365968644618988,200878.53229713437
111,0.7848855257034302,0.26524490118026733,0.36633285880088806,0.1533076912164688,202443.82829809186
112,0.7883163690567017,0.2651348412036896,0.370159387588501,0.15302219986915588,203882.71929788587
113,0.7988446354866028,0.27031639218330383,0.37607020139694214,0.15245811641216278,205429.74229764935
114,0.7936159372329712,0.26426568627357483,0.37726029753685,0.15208999812602997,206718.87330198285
115,0.7859925031661987,0.26440295577049255,0.370291531085968,0.15129806101322174,208042.47830224034
116,0.7933667302131653,0.2710670828819275,0.37153884768486023,0.15076076984405518,209543.13630247113
117,0.8109301328659058,0.27897781133651733,0.3813488781452179,0.1506035178899765,211095.97131276128
118,0.8126757144927979,0.276316374540329,0.38575279712677,0.15060651302337646,212620.41932988164
119,0.79451984167099,0.25804126262664795,0.3868506848812103,0.1496279388666153,213784.22835016248
120,0.7928351759910583,0.2561992108821869,0.3879511058330536,0.14868485927581787,214936.49129748342
121,0.7951371669769287,0.26660746335983276,0.38037747144699097,0.1481522023677826,216442.1203627586
122,0.7877250909805298,0.267193466424942,0.3726111054420471,0.14792056381702423,217845.79330062863
123,0.7861900925636292,0.27173134684562683,0.36586928367614746,0.1485893875360489,219038.10533785817
124,0.7755305767059326,0.2578218877315521,0.37015417218208313,0.14755448698997498,220436.97933530805
125,0.766827404499054,0.264434278011322,0.35585519671440125,0.14653785526752472,221981.05730247495
126,0.7726913690567017,0.26909977197647095,0.3571990430355072,0.1463925540447235,223644.7693698406
127,0.7607161998748779,0.2602768838405609,0.35441121459007263,0.14602810144424438,225037.84130406377
128,0.7790247201919556,0.2713974714279175,0.3615396022796631,0.14608758687973022,226661.58329844472
129,0.7588722705841064,0.25888973474502563,0.354484885931015,0.1454976499080658,228025.5113341808
130,0.7701604962348938,0.2630190849304199,0.3620896339416504,0.1450517475605011,229456.72431659696
131,0.7752468585968018,0.2672417461872101,0.3632764220237732,0.14472872018814087,231125.5383031368
