Epoch,Time [s]
112,16819.317520856854
113,17093.89552211762
114,17376.168523311615
115,17666.358510494232
116,17936.096547126766
117,18217.375516891483
118,18493.452594995502
119,18784.651596546173
120,19058.82359957695
121,19343.994607448578
122,19618.05424928665
123,19894.76423335076
124,20206.559446096417
125,20533.1725063324
126,20853.37187242508
127,21144.549220085144
128,21422.00107741356
129,21740.228309631348
130,22067.43504190445
131,22365.543212413788
132,22651.071780443188
133,22926.92954397201
134,23250.39786410332
135,23562.76053714752
136,23892.149453878403
137,24209.23177218437
138,24519.23519802093
139,24848.48880934716
140,25170.998389720917
141,25482.96824765205
142,25767.112108707428
143,26061.129469156265
144,26340.46716022492
145,26661.490116834637
146,27004.97132730484
147,27331.025213241577
148,27685.004931926727
149,28028.48047041893
150,28361.470163583755
151,28715.40013718605
152,29040.45849442482
153,29398.10093784333
154,29748.862953424454
155,30070.54646015167
156,30407.116478204727
157,30758.936990022667
158,31098.950605630875
159,31464.53412723541
160,31835.701112508774
161,32172.561039924618
162,32518.436060905453
163,32880.056041240685
164,33206.907042980194
165,33581.32104229927
166,33933.15304517746
167,34265.481040716164
168,34612.756057977684
169,34947.31904411317
170,35317.014057159424
171,35661.1780462265
172,36034.153097391136
173,36384.88804030418
174,36749.758039712906
175,37105.5780441761
176,37464.61204600334
177,37882.771038770676
178,38250.8870446682
179,38641.081039905555
180,38995.415088176735
181,39361.17305970192
182,39707.696078300476
183,40091.07005691528
184,40486.472041368484
185,40872.14104747772
186,41217.84004497528
187,41577.57207465172
188,41939.93805742264
189,42330.451045513146
190,42771.96605610848
191,43172.184047698975
192,43592.093079805374
193,43962.69805550575
194,44371.767055273056
195,44780.38705849648
196,45196.866042137146
197,45647.84407138825
198,46085.48404049873
199,46519.967056274414
200,46942.41006994248
201,47340.782059669495
202,47812.487040042884
203,48257.26007699967
204,48736.65203976631
205,49190.07107901573
206,49650.54204583168
207,50083.65404677392
208,50489.19905591012
209,50970.30805754661
210,51415.19104409218
211,51849.759571790695
212,52343.23456978798
213,52854.38257575035
214,53336.42159152031
215,53831.781589508064
216,54335.847608089454
217,54845.10157442093
218,55343.34356880189
219,55816.24457192421
220,56357.551170825966
221,56864.11911559106
222,57328.004135131836
223,57823.59611654281
224,58266.621097803116
225,58811.20812630653
226,59296.81911373138
227,59752.73912787437
228,60238.310116291046
229,60748.39210176468
230,61274.121116638176
231,61786.84311819077
232,62269.08510279656
233,62796.33011317253
234,63283.77313780785
235,63809.74811577798
236,64329.63109755517
237,64882.19715857506
238,65384.81409788133
239,65917.22211575508
240,66442.90810346602
241,66980.05810332298
242,67500.10909724237
243,68041.15511393549
244,68549.26509785652
245,69081.79310250282
246,69606.45813727379
247,70117.55511522293
248,70668.61210131645
249,71274.60541081429
250,71881.83949184418
251,72460.43510460854
252,73027.44868373871
253,73681.75689411162
254,74265.84590053557
255,74810.7659010887
256,75327.80190110205
257,75804.01289391516
258,76332.66691231726
259,76825.66889572142
260,77399.6758995056
261,77958.43389868735
262,78518.03591394423
263,79057.16889452933
264,79626.07389497756
265,80199.55789542197
266,80779.05891299246
267,81353.51891183852
268,81902.94892597197
269,82444.80590152739
270,83085.27393198012
271,83759.2029237747
272,84363.20791482924
273,84939.26890110968
274,85604.11790060996
275,86247.39192175864
276,86800.02189874648
277,87401.18491363524
278,87890.19492268561
279,88434.4539105892
280,89035.88591241835
281,89623.11794686316
282,90278.67292332648
283,90848.70690011977
284,91491.38789677618
285,92084.25589656828
286,92638.82189965247
287,93252.44593024252
288,93868.9339225292
289,94439.83092045783
290,95032.4239118099
291,95647.86489486693
292,96317.88492560385
293,96926.47992086409
294,97532.85989975928
295,98168.84089994429
296,98865.13491177557
297,99511.15891361235
298,100121.80492687224
299,100789.52494049071
300,101412.22992515563
301,102068.29290008543
302,102685.0378949642
303,103377.66192078589
304,104088.38692522047
305,104665.1319015026
306,105265.48992037772
307,105836.52290058135
308,106473.69590568541
309,107074.70906853674
310,107711.69905018805
311,108366.4730491638
312,109051.95209646224
313,109699.54308986662
314,110451.46504735945
315,111134.86204886435
316,111746.60004878043
317,112424.52007389067
318,113063.7430486679
319,113869.19706034659
320,114600.6850736141
321,115356.86905765532
322,116060.74605011939
323,116817.14306044577
324,117489.24004435538
325,118196.11805844305
326,118956.91704845427
327,119684.17006278037
328,120401.01804375647
329,121125.51004862784
330,121754.60105347632
331,122444.10507011412
332,123136.1330487728
333,123938.27604675292
334,124707.91304779051
335,125446.8290593624
336,126203.45507383345
337,126927.11104369162
338,127609.28706908225
339,128236.64106178282
340,129028.30507111548
341,129729.09404850005
342,130442.64004921912
343,131133.29006242752
344,131822.24908137321
345,132551.06604862213
346,133316.06007361412
347,134037.7130625248
348,134698.3120446205
