Epoch,Time [s]
239,36150.34500455856
240,36448.419042110436
241,36739.54300308228
242,37020.69604206085
243,37270.24302244186
244,37638.498034954064
245,37889.04600429535
246,38211.392004966736
247,38599.34400820732
248,38889.08200621605
249,39166.47402191162
250,39405.61202406883
251,39681.335045337684
252,39922.59802150726
253,40182.896034479134
254,40461.682003736496
255,40685.83902287483
256,40975.13402676582
257,41316.21600413322
258,41584.47000336647
259,41883.491016626365
260,42143.91604924202
261,42397.78100347518
262,42698.58603358269
263,42996.445034742355
264,43270.406003713615
265,43584.942023038864
266,43933.11300325394
267,44218.58600521088
268,44531.2760078907
269,44872.550030469894
270,45176.22200584412
271,45503.43200969696
272,45775.803003788
273,46124.36000609399
274,46387.30000424385
275,46737.4470243454
276,47078.4060049057
277,47358.00700259209
278,47642.250006198876
279,48012.99500608444
280,48315.55400657653
281,48647.090006113045
282,48897.056005239494
283,49208.09202170372
284,49563.096006393425
285,49892.916040897384
286,50235.137004852295
287,50548.11900448799
288,50823.682005643845
289,51181.276032924645
290,51431.64003229142
291,51697.49902558328
292,51940.9110224247
293,52247.53500461577
294,52556.35000467301
295,52834.764033555984
296,53267.973051071174
297,53700.525011539474
298,53978.56400513648
299,54303.179005146034
300,54630.85402274132
301,55025.16100406647
302,55333.03800368308
303,55705.219004631035
304,56098.20800447464
305,56435.563004255295
306,56795.586004734025
307,57165.961035728455
308,57550.82104039192
309,57928.262004613876
310,58270.68402147293
311,58619.8880045414
312,58909.1130027771
313,59191.301033973694
314,59504.03203511237
315,59833.48603487015
316,60132.31102204322
317,60578.95701098442
318,60952.43700623513
319,61332.84300422669
320,61616.60304784776
321,61982.268004179
322,62320.46100258827
323,62647.31400561332
324,63052.507004499435
325,63441.521031618126
326,63871.889056205764
327,64332.21206569673
328,64784.89004373551
329,65166.315043210976
330,65554.22304391861
331,65863.22506070137
332,66228.04406380652
333,66623.35406208037
334,66933.36207127571
335,67372.04904484749
336,67676.67507553099
337,68053.81506204605
338,68494.25606107713
339,68886.65107321738
340,69256.58004975319
341,69694.63504290581
342,70083.37157702446
343,70564.6686527729
344,70861.5162653923
345,71307.67393040657
346,71719.325496912
347,72179.01199030876
348,72577.29567027093
349,73107.04670476912
350,73555.54269599915
351,73856.28604888916
352,74172.82419419289
353,74586.32055044174
354,74987.92881369591
355,75360.9748134613
356,75694.26181292534
357,76055.55484104156
358,76511.08479523659
359,76967.84663939476
360,77419.51420664787
361,77884.8874528408
362,78266.89145588875
363,78719.65046787263
364,79115.48398327827
365,79491.38213539124
366,79993.90413594246
367,80382.1613214016
368,80828.79332304001
369,81298.40261888504
370,81758.09062075615
371,82153.502617836
372,82614.80061984062
373,82940.37362408638
374,83408.77366065979
375,83832.76561784744
376,84246.267619133
377,84736.57063746452
378,85145.97165894508
379,85573.92066192628
380,86039.1696369648
381,86479.05065846442
382,86926.29864501952
383,87445.13865995407
384,87837.90861940384
385,88276.7126364708
386,88819.53062033652
387,89312.58161950111
388,89685.0256216526
389,90127.7046468258
390,90513.47863936424
391,90910.40365099908
392,91390.71462011336
393,91800.8316192627
394,92366.49662137033
395,92799.10561871527
396,93223.88563799858
397,93791.31861829758
398,94251.56063818932
399,94753.13015723227
400,95263.83817529675
401,95709.04715871812
402,96115.62917566297
403,96639.20049118994
404,97241.39601421355
405,97739.61394309996
406,98164.40394687653
407,98664.56697297096
408,99075.02096533774
409,99554.73496198653
410,100003.29896283148
411,100405.69794774054
412,100798.64198231696
413,101327.0519618988
414,101880.30896306036
415,102219.13096284863
416,102641.45496344565
417,103168.5819609165
418,103680.00595855713
419,104102.03297281264
420,104570.76296043396
421,104957.38195824623
422,105450.53594374657
423,105841.89195871352
424,106338.62294268608
425,106907.06396198274
426,107292.36894249916
427,107672.59494352339
428,108217.8939590454
429,108649.17396473883
430,109091.24596166608
431,109558.76496934892
432,110041.32996177672
433,110706.76395750043
434,111122.11496067047
435,111643.84696054457
436,112101.88995885848
437,112536.06696152686
438,112919.80596113205
439,113383.54696106908
440,113766.50996255873
441,114229.75403404234
442,114645.92097711565
443,115132.30096411705
444,115570.21695899965
445,116005.76397395133
446,116520.90195989607
447,117104.52495050427
448,117569.94095873833
449,118001.1999619007
450,118549.91094589232
451,119057.79694747926
452,119599.80695939064
453,120095.61795830725
454,120583.94994854926
455,121104.34698152539
456,121607.43894219394
457,122102.8189423084
458,122532.50396466255
459,122949.07997202873
460,123548.19494247435
461,124077.48294854164
462,124581.2349629402
463,125183.33196187018
464,125770.91994404793
465,126300.6369757652
466,126817.83096075055
467,127314.91498208045
468,127846.73594379428
469,128349.55096030234
470,128750.90394878385
471,129316.60094332695
472,129808.88796281813
473,130268.51499462125
474,130926.59601259227
475,131408.24599432942
476,131800.64900970456
477,132425.85201311109
478,132959.95499825475
479,133497.29399728772
480,133927.1550095081
481,134514.52100968358
482,134962.25801110265
483,135533.90001821515
484,136090.26599907872
485,136589.90499305722
486,137160.73699426648
487,137602.36799335474
488,138163.26199746132
489,138694.56801605222
490,139213.95699930188
491,139728.9420108795
492,140080.79711055753
493,140694.74503231046
494,141270.06700825688
495,141775.37801170346
496,142352.58899784085
497,143044.65901279447
498,143706.9220087528
499,144269.60503721234
500,144914.10299563405
501,145368.984003067
502,146005.40304541585
503,146584.92501235005
504,147119.62001204488
505,147634.2299969196
506,148151.83303546906
507,148816.44900417325
508,149410.73799896234
509,150037.94100952146
510,150493.76999831197
511,150996.71299266812
512,151622.27049589154
513,152271.9957859516
514,153093.08285999295
515,153598.712821722
516,154148.4068214893
517,155002.83602595323
518,155872.65248370168
519,156536.36915349955
520,157258.65279269216
521,157978.26248860356
522,158674.68894863126
523,159366.6449346542
524,160021.04793238634
525,160778.45596289632
526,161378.96395015714
527,162018.1929709911
528,162670.27595973012
529,163204.9189329147
530,163846.1099386215
531,164603.61194992065
532,165173.37695002553
533,165885.4559509754
534,166547.40695071215
535,167172.54795789716
536,167856.1199507713
537,168468.54196238515
538,169099.5809547901
539,169726.91394829747
540,170290.71895027158
541,170895.4719481468
542,171459.19594836232
543,171932.58894824982
544,172676.92593240735
545,173284.9399476051
546,173854.37495446202
547,174405.0169508457
548,174925.05993342394
549,175515.25495028493
550,176153.31893229485
551,176717.64294886586
552,177268.74994873995
553,177955.33499145505
554,178605.77193188664
555,179181.73493909833
556,179770.35695052144
557,180353.28994774816
558,180886.328977108
559,181464.1999542713
560,182096.9779639244
561,182795.07195138925
562,183518.1619327068
563,184166.62995147702
564,184736.63094973558
565,185328.85793280602
566,185885.54094910622
567,186472.6399581432
568,187171.26795101163
569,187738.06193351746
570,188344.82493352887
571,188859.69393301007
572,189383.6499752998
573,190060.69295787808
574,190588.7859518528
575,191123.40094995496
576,191744.38894891733
577,192439.40895104405
578,193074.3259489536
579,193818.33593368527
580,194352.74695968625
581,194913.50895285606
582,195563.37495207787
583,196127.23196935648
584,196742.66096019745
585,197260.42595243448
586,197821.084954977
587,198510.80194759366
588,199235.5449721813
589,199777.05894947052
590,200222.31996107093
591,200834.3339560032
592,201337.14194893837
593,201854.52695178986
594,202392.62296366692
595,203061.78893375394
596,203772.4279363155
597,204299.68791389462
598,205038.9140319824
599,205616.31504178044
600,206148.43954873082
